epoch,acc,loss,lr,val_acc,val_loss
0,0.4188517759186662,2.471239399756547,0.001,0.4993843244462805,2.0928702619019157
1,0.5087029372639762,2.049193656334825,0.001,0.5271435590905853,1.9715167705976242
2,0.5303868864754337,1.9601506852884765,0.001,0.5386500359190634,1.9292392927584492
3,0.548117849601191,1.8781645286316957,0.001,0.5517142991356039,1.8637384249942561
4,0.557800134674789,1.8336378537194216,0.001,0.5593030631085621,1.8305499775660088
