epoch,acc,loss,lr,val_acc,val_loss
0,0.4145998258793061,2.4071664544681837,0.001,0.350406991881638,2.9556370614641336
1,0.5186428766917955,1.9293388596427807,0.001,0.4619093576831083,2.381724228804965
2,0.5524308660096293,1.7838600662672188,0.001,0.33677354689739103,2.863331421371861
3,0.5717214707361424,1.6982058459333058,0.001,0.3743640140117382,2.7171921238041024
4,0.584600759839178,1.638990883865995,0.001,0.49934419297888877,2.25502129045743
