epoch,acc,loss,lr,val_acc,val_loss
0,0.12970415140286873,4.243906834046009,0.001,0.01592485430326194,4.775387385539055
1,0.12065538909071863,4.397172112164191,0.001,0.15942717703470433,3.8682398489790675
2,0.3360237368556257,2.853856317627565,0.001,0.18467085339120556,4.048742805789365
3,0.4273233467506543,2.327547370589092,0.001,0.35693863407998916,2.8807234513242492
4,0.4965753849653402,2.0498233262503143,0.001,0.37061514698775844,3.0163746943099654
5,0.5314864076729939,1.8922711896412836,0.001,0.43630400864578206,2.296081714210942
6,0.48654498893308146,2.0558776609695903,0.001,0.26848005465670244,3.5293892492691796
7,0.5187648461528758,1.9894372582526467,0.001,0.5258999727899527,1.8805545942300765
8,0.554762491015653,1.9462543649945765,0.001,0.48918358876725,2.5558857764439513
9,0.5731210988565012,1.8673580738179048,0.001,0.5277000162494033,1.9546417910929286
10,0.5864221377686308,1.8053185289215243,0.001,0.5422354405945339,1.8655128755890404
11,0.5969057964758506,1.7543875989697801,0.001,0.5115417142235165,2.478701282634715
12,0.6054596599454198,1.7108168562509753,0.001,0.40616135593409936,3.416812459836496
13,0.6030511305082185,1.557279816043393,0.001,0.5095233946891571,2.1669681023027123
14,0.6348874452126062,1.391947239897127,0.0003,0.6123647030986387,1.5127461017841928
15,0.6424990252225232,1.3858128382834114,0.0003,0.5579351671080824,1.9330066434403421
16,0.6509005493345954,1.3359457307129454,0.0003,0.6097258139400733,1.5524088529408622
17,0.6532248267807472,1.3206475105185276,0.0003,0.6026753990159278,1.57062647294076
18,0.6619140485944828,1.2651780838152358,9e-05,0.6159094868872887,1.5157033111743479
19,0.6702612007765673,1.2301594164377905,9e-05,0.5208350870410132,2.279034654777434
